Time Interval (Minutes):,5,-,-,-,-,Units:,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Watts,-,Watts,-,m/s,-,C,-,C,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Date this file was created: 2018-6-7
Year//Month,2018//01,-,-,-,-,Column Notes:,AdjustedColumn,-,AdjustedColumn,-,AdjustedColumn,-,CalculatedColumn,-,AdjustedColumn,-,AdjustedColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,-
-,-,-,-,-,-,-,After_Adjustments,-,-,-,-,-,-,-,After_Adjustments,-,After_Adjustments,-,-,-,-,-,-,-,-,-,-,-,Before_Adjustments,-,-,-,-,-,Before_Adjustments,-,Before_Adjustments,-,-
YYYY//MM//DD,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Average daily value,Maximum daily value,Minimum daily value,Maximum daily value,Minimum daily value,Maximum daily value,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Assorted Daily Values (Rows 12 - 42)
2018//10//1,274,06::08:33,17::51:26,12::00:20,7.047,15.887,1.5350000000000001,5.01,-,-,1.5190000000000001,3.369,0.025,10.199,0.043000000000000003,9.922,1.51,29.997,-6.0600000000000005,0.,12.702,5.747,0.1046736111111111,1.72,-,-,8.35,15.790000000000001,-0.061500000000000006,0.030100000000000002,-,-,0.,0.,0.,0.,-0.0946,0.060700000000000004,-
2018//10//2,275,06::09:38,17::49:44,12::00:01,6.977,15.808,4.053,5.0040000000000004,-,-,4.993,3.369,2.239,10.002,3.914,10.001,1.814,30.003,16.493000000000002,5.26,44.410000000000004,2.934,0.32812500000000006,2.2800000000000002,-,-,11.72,22.89,-0.0879,0.0499,-,-,0.,0.,0.,0.,-0.11800000000000001,0.0748,-
2018//10//3,276,06::10:43,17::48:01,11::59:43,6.907,15.749,2.488,5.002,-,-,2.928,3.369,1.178,9.997,2.826,10.,1.31,30.002,5.9110000000000005,13.374,26.145,4.062,0.14351388888888889,1.84,-,-,12.13,22.830000000000002,-0.13570000000000002,0.0391,-,-,0.,0.,0.,0.,-0.17420000000000002,0.0649,-
2018//10//4,277,06::11:49,17::46:18,11::59:24,6.837,15.69,4.588,5.016,-,-,5.746,3.369,3.4010000000000002,10.,6.159,10.025,1.186,29.998,21.633,4.287,52.532000000000004,2.581,0.4286597222222222,2.92,-,-,6.44,19.71,-0.11900000000000001,0.0366,-,-,0.,0.,0.,0.,-0.16540000000000002,0.0703,-
2018//10//5,278,06::12:55,17::44:36,11::59:06,6.767,15.654,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0441304347826087,1.01,-,-,3.44,11.19,-0.0427,0.0221,-,-,0.,0.,0.,0.,-0.0727,0.0585,-
2018//10//6,279,06::14:02,17::42:55,11::58:48,6.697,15.595,2.4050000000000002,5.0040000000000004,-,-,2.684,3.369,0.6910000000000001,9.998,1.486,10.001,1.714,30.002,6.223,12.572000000000001,21.405,4.3,0.49991666666666673,2.88,-,-,8.620000000000001,17.1,-0.06960000000000001,0.0339,-,-,0.,0.,0.,0.,-0.1144,0.07490000000000001,-
2018//10//7,280,06::15:09,17::41:14,11::58:31,6.627,15.536,4.376,5.001,-,-,5.622,3.369,3.2760000000000002,10.001,6.017,10.,1.099,30.012,19.953,4.404,55.219,2.552,0.4234027777777778,2.94,-,-,4.96,18.38,-0.07830000000000001,0.0425,-,-,0.,0.,0.,0.,-0.11030000000000001,0.0674,-
2018//10//8,281,06::16:16,17::39:32,11::58:14,6.557,15.5,2.977,5.046,-,-,3.524,3.369,1.068,9.997,1.695,10.185,1.9100000000000001,30.094,10.27,7.386,34.011,3.189,0.3468611111111111,2.74,-,-,10.96,18.41,-0.069,0.030500000000000003,-,-,0.,0.,0.,0.,-0.10400000000000001,0.0625,-
2018//10//9,282,06::17:24,17::37:53,11::57:58,6.488,15.441,4.029,5.002,-,-,5.141,3.369,2.981,9.999,5.501,10.,1.049,29.990000000000002,18.572,4.855,46.772,2.774,0.6850069444444445,3.5500000000000003,-,-,6.45,18.95,-0.056100000000000004,0.0323,-,-,0.,0.,0.,0.,-0.0884,0.0683,-
2018//10//10,283,06::18:32,17::36:14,11::57:42,6.418,15.381,4.452,5.002,-,-,5.846,3.369,3.688,10.001,7.0760000000000005,10.,0.764,30.008,21.071,3.984,54.043,2.434,0.33011111111111113,2.34,-,-,4.37,19.41,-0.045200000000000004,0.0408,-,-,0.,0.,0.,0.,-0.07010000000000001,0.06620000000000001,-
2018//10//11,284,06::19:39,17::34:34,11::57:26,6.349,15.323,4.679,5.001,-,-,6.245,3.369,4.182,10.001,8.389,10.,0.497,30.005,22.435,3.757,57.453,2.47,0.9396875,5.49,-,-,2.83,21.830000000000002,-0.039,0.033600000000000005,-,-,0.,0.,0.,0.,-0.0683,0.06670000000000001,-
2018//10//12,285,06::20:47,17::32:57,11::57:11,6.281,15.263,4.585,5.001,-,-,6.1370000000000005,3.369,4.0920000000000005,9.999,8.290000000000001,10.,0.493,30.009,21.437,3.916,55.517,2.467,0.3307916666666667,1.96,-,-,2.71,22.830000000000002,-0.0829,0.07400000000000001,-,-,0.,0.,0.,0.,-0.12090000000000001,0.0989,-
2018//10//13,286,06::21:55,17::31:19,11::56:57,6.212,15.204,4.588,5.,-,-,6.152,3.369,4.054,10.,8.279,9.999,0.533,30.023,21.185,3.955,54.806000000000004,2.477,0.2492013888888889,1.75,-,-,3.25,22.56,-0.0965,0.0718,-,-,0.,0.,0.,0.,-0.1345,0.09340000000000001,-
2018//10//14,287,06::23:04,17::29:43,11::56:43,6.144,15.167,4.703,5.001,-,-,6.2700000000000005,3.369,4.2,9.999,8.739,10.,0.504,29.972,22.763,3.6590000000000003,57.834,2.449,3.3120624999999992,8.2,-,-,7.86,19.81,-0.09240000000000001,0.0449,-,-,0.,0.,0.,0.,-0.1409,0.0848,-
2018//10//15,288,06::24:14,17::28:08,11::56:29,6.0760000000000005,15.107000000000001,4.626,5.001,-,-,6.207,3.369,4.16,10.,8.744,10.,0.466,29.990000000000002,21.659,3.8080000000000003,55.764,2.459,2.2474583333333333,6.58,-,-,8.38,24.830000000000002,-0.1032,0.0507,-,-,0.,0.,0.,0.,-0.1439,0.07980000000000001,-
2018//10//16,289,06::25:24,17::26:32,11::56:17,6.008,15.071,4.445,5.001,-,-,6.005,3.369,3.969,10.001,8.405,10.001,0.47600000000000003,29.985,20.372,4.041,52.756,2.479,0.4429722222222223,4.09,-,-,3.62,27.61,-0.11080000000000001,0.0689,-,-,0.,0.,0.,0.,-0.15360000000000001,0.0882,-
2018//10//17,290,06::26:34,17::24:59,11::56:04,5.941,15.009,4.373,5.001,-,-,5.94,3.369,3.8890000000000002,9.999,8.278,9.999,0.484,30.028000000000002,20.126,4.074,51.871,2.504,0.4830208333333333,2.29,-,-,6.44,25.72,-0.1308,0.055,-,-,0.,0.,0.,0.,-0.1686,0.08030000000000001,-
2018//10//18,291,06::27:43,17::23:24,11::55:53,5.8740000000000006,14.951,4.295,5.001,-,-,5.835,3.369,3.794,9.999,8.138,9.999,0.501,30.027,19.693,4.188,50.904,2.5140000000000002,0.2766736111111111,2.24,-,-,4.47,24.22,-0.12890000000000001,0.0854,-,-,0.,0.,0.,0.,-0.1693,0.09820000000000001,-
2018//10//19,292,06::28:53,17::21:53,11::55:42,5.807,14.891,4.227,5.001,-,-,5.7780000000000005,3.369,3.6710000000000003,10.001,7.9350000000000005,10.,0.556,29.998,19.422,4.247,49.78,2.549,0.19519444444444448,1.58,-,-,4.18,25.28,-0.1585,0.0765,-,-,0.,0.,0.,0.,-0.19840000000000002,0.0902,-
2018//10//20,293,06::30:04,17::20:21,11::55:31,5.7410000000000005,14.831,4.211,5.001,-,-,5.803,3.369,3.708,10.001,8.116,10.,0.503,29.979,19.441,4.226,49.658,2.5420000000000003,0.26223611111111117,2.27,-,-,4.1,27.39,-0.13390000000000002,0.040400000000000005,-,-,0.,0.,0.,0.,-0.17850000000000002,0.0711,-
2018//10//21,294,06::31:16,17::18:52,11::55:22,5.676,14.793000000000001,4.087,5.001,-,-,5.638,3.369,3.5020000000000002,10.001,7.7,10.,0.585,30.002,18.817,4.383,48.249,2.594,0.24177083333333332,1.77,-,-,4.39,25.17,-0.12710000000000002,0.0597,-,-,0.,0.,0.,0.,-0.1714,0.0839,-
2018//10//22,295,06::32:28,17::17:22,11::55:13,5.61,14.733,4.014,5.001,-,-,5.546,3.369,3.384,10.001,7.458,10.,0.63,29.977,18.538,4.511,47.714,2.596,0.20856944444444447,1.55,-,-,3.96,23.,-0.1502,0.0516,-,-,0.,0.,0.,0.,-0.19260000000000002,0.0737,-
2018//10//23,296,06::33:39,17::15:54,11::55:04,5.546,14.673,1.6,5.002,-,-,1.713,3.369,0.20700000000000002,10.024000000000001,0.611,10.006,1.3920000000000001,30.009,0.841,81.958,13.385,5.852,0.30933333333333335,2.64,-,-,4.3100000000000005,15.85,-0.1525,0.0495,-,-,0.,0.,0.,0.,-0.19870000000000002,0.0753,-
2018//10//24,297,06::34:50,17::14:26,11::54:56,5.482,14.635,2.023,5.0040000000000004,-,-,2.187,3.368,0.28300000000000003,9.99,0.811,10.006,1.74,30.009,3.599,23.236,17.131,5.065,0.1746736111111111,2.22,-,-,4.58,15.93,-0.1039,0.037700000000000004,-,-,0.,0.,0.,0.,-0.1439,0.06620000000000001,-
2018//10//25,298,06::36:03,17::13:01,11::54:49,5.418,14.574,2.927,5.002,-,-,3.476,3.369,0.917,9.999,2.305,10.,2.0100000000000002,30.006,10.079,7.989,29.663,3.189,0.2287638888888889,1.81,-,-,3.56,17.44,-0.1022,0.0782,-,-,0.,0.,0.,0.,-0.13820000000000002,0.1015,-
2018//10//26,299,06::37:16,17::11:35,11::54:43,5.355,14.537,2.492,5.001,-,-,2.872,3.369,0.45,9.992,1.316,10.001,2.0420000000000003,29.998,6.8,12.346,23.656,3.922,0.32095138888888897,2.25,-,-,6.,19.080000000000002,-0.10690000000000001,0.060700000000000004,-,-,0.,0.,0.,0.,-0.14750000000000002,0.0859,-
2018//10//27,300,06::38:30,17::10:13,11::54:38,5.293,14.476,3.318,5.003,-,-,4.4750000000000005,3.369,2.125,10.001,4.761,10.,1.193,30.003,14.025,6.079,39.539,2.807,0.3637013888888889,2.18,-,-,7.28,22.22,-0.1453,0.0695,-,-,0.,0.,0.,0.,-0.1855,0.08510000000000001,-
2018//10//28,301,06::39:42,17::08:50,11::54:33,5.231,14.415000000000001,1.869,5.0040000000000004,-,-,2.123,3.369,0.47000000000000003,9.999,1.033,10.003,1.399,29.995,-4.13,-12.539,11.581,5.94,0.25554861111111116,2.57,-,-,7.21,17.52,-0.0847,0.0358,-,-,0.,0.,0.,0.,-0.12300000000000001,0.0689,-
2018//10//29,302,06::40:55,17::07:28,11::54:29,5.17,14.377,2.132,5.002,-,-,2.427,3.369,0.47400000000000003,9.994,0.996,9.997,1.6580000000000001,29.999000000000002,5.109,15.314,22.122,4.216,0.14146527777777776,2.13,-,-,3.5100000000000002,14.47,-0.0601,0.031100000000000003,-,-,0.,0.,0.,0.,-0.0971,0.0663,-
2018//10//30,303,06::42:09,17::06:10,11::54:26,5.11,14.315,2.93,5.002,-,-,3.934,3.369,1.822,10.001,4.066,10.,1.108,29.996000000000002,12.509,6.073,34.714,3.012,0.16110416666666666,1.9100000000000001,-,-,3.37,12.58,-0.044000000000000004,0.037000000000000005,-,-,0.,0.,0.,0.,-0.0728,0.0716,-
2018//10//31,304,06::43:23,17::04:51,11::54:23,5.05,14.277000000000001,1.768,5.007,-,-,1.854,3.369,0.056,9.931000000000001,0.131,10.011000000000001,1.713,29.996000000000002,2.466,29.474,17.032,4.713,0.14218055555555553,1.76,-,-,6.03,12.41,-0.0791,0.042800000000000005,-,-,0.,0.,0.,0.,-0.1255,0.0824,-
2018//11//1,305,06::44:37,17::03:33,11::54:22,4.9910000000000005,14.216000000000001,1.351,5.001,-,-,1.356,3.37,0.006,9.826,0.024,10.188,1.345,29.994,-0.129,-553.307,10.417,7.495,0.03390972222222222,1.05,-,-,7.57,14.86,-0.1023,0.044500000000000005,-,-,0.,0.,0.,0.,-0.1467,0.0771,-
2018//11//2,306,06::45:51,17::02:18,11::54:21,4.932,14.154,1.518,5.0040000000000004,-,-,1.546,3.368,0.027,10.106,0.07100000000000001,9.968,1.491,29.995,0.762,94.528,13.257,5.87,0.10870833333333332,1.93,-,-,5.97,15.83,-0.1052,0.0562,-,-,0.,0.,0.,0.,-0.1416,0.0796,-
2018//11//3,307,06::47:05,17::01:05,11::54:21,4.875,14.115,2.769,5.001,-,-,3.688,3.369,1.444,9.998,3.4210000000000003,10.,1.325,30.003,11.323,7.0680000000000005,33.637,2.963,0.10067361111111112,1.69,-,-,2.71,17.01,-0.1193,0.07980000000000001,-,-,0.,0.,0.,0.,-0.15910000000000002,0.0994,-
2018//11//4,308,06::48:20,16::59:52,11::54:21,4.8180000000000005,14.076,1.19,5.005,-,-,1.209,3.369,0.018000000000000002,9.832,0.153,9.989,1.173,29.988,-1.1420000000000001,-55.779,9.168000000000001,9.104000000000001,0.018277777777777778,0.84,-,-,2.17,11.96,-0.1197,0.061700000000000005,-,-,0.,0.,0.,0.,-0.15810000000000002,0.0852,-
2018//11//5,309,06::49:35,16::58:41,11::54:23,4.7620000000000005,14.014000000000001,2.6470000000000002,5.002,-,-,3.515,3.369,1.284,10.002,2.927,10.,1.363,30.003,10.492,7.053,33.121,2.958,0.29171527777777784,2.41,-,-,2.96,13.47,-0.1178,0.053500000000000006,-,-,0.,0.,0.,0.,-0.16620000000000001,0.081,-
2018//11//6,310,06::50:49,16::57:31,11::54:25,4.707,13.975,3.396,5.001,-,-,5.087,3.369,2.971,10.001,7.496,10.,0.425,29.998,17.427,4.349,45.841,2.529,0.2778819444444444,2.39,-,-,-0.38,12.84,-0.09430000000000001,0.0504,-,-,0.,0.,0.,0.,-0.13620000000000002,0.07970000000000001,-
2018//11//7,311,06::52:04,16::56:23,11::54:29,4.6530000000000005,13.913,3.239,5.,-,-,4.79,3.369,2.689,10.001,6.445,10.001,0.549,30.017,16.536,4.5440000000000005,43.693,2.489,0.2783125,2.04,-,-,-1.28,11.34,-0.11220000000000001,0.07730000000000001,-,-,0.,0.,0.,0.,-0.1499,0.0971,-
2018//11//8,312,06::53:19,16::55:18,11::54:33,4.6000000000000005,13.874,3.438,5.001,-,-,5.131,3.369,2.923,9.999,7.516,10.,0.516,29.985,17.150000000000002,4.381,45.894,2.531,1.6290138888888888,5.66,-,-,-3.77,16.580000000000002,-0.1177,0.044500000000000005,-,-,0.,0.,0.,0.,-0.1607,0.0722,-
2018//11//9,313,06::54:34,16::54:13,11::54:38,4.547,13.832,3.349,5.,-,-,5.017,3.369,2.799,9.999,7.151,10.,0.55,29.994,16.56,4.586,44.39,2.606,0.7360486111111113,5.11,-,-,-0.67,15.51,-0.12100000000000001,0.0575,-,-,0.,0.,0.,0.,-0.1628,0.0794,-
2018//11//10,314,06::55:48,16::53:11,11::54:44,4.496,13.772,3.262,5.001,-,-,4.926,3.369,2.749,10.,7.089,10.,0.513,30.002,16.017,4.742,43.299,2.582,0.34470833333333334,4.93,-,-,-2.75,14.620000000000001,-0.0608,0.0608,-,-,0.,0.,0.,0.,-0.0954,0.0874,-
2018//11//11,315,06::57:03,16::52:10,11::54:50,4.445,13.732000000000001,3.297,5.001,-,-,5.038,3.369,2.902,9.999,7.578,10.,0.396,29.974,16.485,4.548,44.571,2.5380000000000003,3.085430555555556,6.44,-,-,8.01,17.72,-0.14120000000000002,0.0514,-,-,0.,0.,0.,0.,-0.1822,0.0763,-
2018//11//12,316,06::58:18,16::51:11,11::54:58,4.396,13.692,3.243,5.001,-,-,4.977,3.369,2.857,9.999,7.501,10.,0.386,30.032,16.116,4.632,43.541000000000004,2.549,2.0333541666666664,6.76,-,-,6.21,20.1,-0.1661,0.048100000000000004,-,-,0.,0.,0.,0.,-0.2087,0.0698,-
2018//11//13,317,06::59:33,16::50:13,11::55:06,4.347,13.651,2.06,5.001,-,-,2.5460000000000003,3.37,0.546,9.996,1.464,10.001,1.514,29.999000000000002,5.344,13.631,21.889,3.613,0.16688888888888886,1.98,-,-,2.43,15.74,-0.08420000000000001,0.0451,-,-,0.,0.,0.,0.,-0.12000000000000001,0.07300000000000001,-
2018//11//14,318,07::00:46,16::49:18,11::55:15,4.299,13.589,2.793,5.002,-,-,4.079,3.369,1.923,10.002,4.886,10.001,0.87,29.994,12.293000000000001,6.192,36.103,2.7680000000000002,0.11581249999999998,1.8,-,-,-1.59,14.77,-0.056400000000000006,0.0405,-,-,0.,0.,0.,0.,-0.08750000000000001,0.07100000000000001,-
2018//11//15,319,07::02:00,16::48:24,11::55:25,4.253,13.549,2.755,5.001,-,-,4.037,3.369,1.95,10.001,4.877,10.,0.805,29.992,12.115,6.431,36.405,2.758,0.1308888888888889,1.32,-,-,-0.34,15.77,-0.0626,0.0385,-,-,0.,0.,0.,0.,-0.0984,0.07250000000000001,-
2018//11//16,320,07::03:15,16::47:32,11::55:36,4.207,13.532,2.8890000000000002,5.016,-,-,4.46,3.369,2.426,9.999,6.534,10.023,0.463,29.984,13.896,5.372,38.693,2.6350000000000002,0.12538194444444445,1.49,-,-,-0.43,17.080000000000002,-0.0541,0.0477,-,-,0.,0.,0.,0.,-0.0867,0.0785,-
2018//11//17,321,07::04:29,16::46:43,11::55:48,4.163,13.491,2.9,5.,-,-,4.5120000000000005,3.369,2.479,10.,6.751,9.999,0.421,29.974,14.239,5.219,39.257,2.609,0.4898402777777778,4.22,-,-,0.6,19.56,-0.08360000000000001,0.0623,-,-,0.,0.,0.,0.,-0.1227,0.0878,-
2018//11//18,322,07::05:41,16::45:56,11::56:01,4.119,13.427,2.942,5.001,-,-,4.551,3.369,2.4170000000000003,10.,6.6240000000000006,10.,0.525,30.,14.231,5.176,39.447,2.601,0.26282638888888893,2.12,-,-,1.95,16.26,-0.08080000000000001,0.051300000000000005,-,-,0.,0.,0.,0.,-0.1208,0.0809,-
2018//11//19,323,07::06:54,16::45:11,11::56:14,4.077,13.387,2.902,5.001,-,-,4.476,3.369,2.317,9.998,6.392,10.,0.585,30.024,13.913,5.306,38.382,2.692,0.2080416666666667,1.96,-,-,-0.72,15.92,-0.0663,0.05,-,-,0.,0.,0.,0.,-0.10550000000000001,0.08020000000000001,-
2018//11//20,324,07::08:06,16::44:26,11::56:28,4.0360000000000005,13.346,2.466,5.003,-,-,3.599,3.369,1.5110000000000001,10.,4.105,9.999,0.9550000000000001,30.01,10.068,7.284,31.926000000000002,3.0180000000000002,1.3175347222222222,7.01,-,-,-0.74,17.84,-0.0723,0.049800000000000004,-,-,0.,0.,0.,0.,-0.1047,0.07690000000000001,-
2018//11//21,325,07::09:19,16::43:46,11::56:43,3.996,13.328,1.668,5.0040000000000004,-,-,2.144,3.369,0.621,9.993,1.627,9.998,1.048,29.988,3.516,13.332,18.673000000000002,3.317,2.179868055555555,6.8,-,-,7.49,16.45,-0.065,0.0273,-,-,0.,0.,0.,0.,-0.1087,0.0708,-
2018//11//22,326,07::10:31,16::43:07,11::56:59,3.9570000000000003,13.286,1.135,5.007,-,-,1.2670000000000001,3.37,0.15,10.004,0.455,9.991,0.985,30.012,-0.748,-67.91,10.244,6.601,1.1137430555555556,6.71,-,-,3.24,11.9,-0.0429,0.0264,-,-,0.,0.,0.,0.,-0.0731,0.0648,-
2018//11//23,327,07::11:40,16::42:29,11::57:16,3.919,13.246,1.106,5.006,-,-,1.191,3.369,0.069,10.058,0.181,9.987,1.036,30.015,-0.633,-89.021,10.084,6.888,1.2164027777777777,7.41,-,-,4.68,12.92,-0.049,0.0324,-,-,0.,0.,0.,0.,-0.07740000000000001,0.0629,-
2018//11//24,328,07::12:50,16::41:55,11::57:33,3.883,13.204,2.285,5.0040000000000004,-,-,3.348,3.369,1.3980000000000001,10.004,3.882,9.999,0.887,30.001,9.725,7.793,30.345,2.998,0.30431250000000004,3.5500000000000003,-,-,4.74,12.61,-0.0839,0.0332,-,-,0.,0.,0.,0.,-0.1269,0.0666,-
2018//11//25,329,07::13:59,16::41:22,11::57:51,3.847,13.163,2.282,5.002,-,-,3.269,3.369,1.356,9.999,3.994,10.,0.926,30.003,9.182,8.040000000000001,29.647000000000002,3.047,0.2088888888888889,2.0100000000000002,-,-,1.42,10.66,-0.0881,0.036500000000000005,-,-,0.,0.,0.,0.,-0.1365,0.0761,-
2018//11//26,330,07::15:08,16::40:52,11::58:10,3.813,13.144,1.149,5.01,-,-,1.289,3.369,0.117,9.957,0.301,9.998,1.033,29.996000000000002,-0.34600000000000003,-157.669,10.782,5.894,0.9091944444444444,6.43,-,-,3.94,14.57,-0.0703,0.0471,-,-,0.,0.,0.,0.,-0.1056,0.0765,-
2018//11//27,331,07::16:16,16::40:24,11::58:30,3.7800000000000002,13.102,1.173,5.01,-,-,1.341,3.37,0.251,9.987,0.663,10.005,0.922,30.022000000000002,0.024,2170.972,11.383000000000001,5.798,1.3553263888888891,5.68,-,-,4.16,14.030000000000001,-0.07690000000000001,0.037700000000000004,-,-,0.,0.,0.,0.,-0.117,0.0732,-
2018//11//28,332,07::17:24,16::39:59,11::58:50,3.749,13.084,1.746,5.005,-,-,2.457,3.37,1.0110000000000001,10.003,2.536,10.002,0.735,29.992,5.3,10.047,22.243000000000002,3.338,0.22106944444444446,2.8000000000000003,-,-,3.64,10.73,-0.028800000000000003,0.0189,-,-,0.,0.,0.,0.,-0.052700000000000004,0.050800000000000005,-
2018//11//29,333,07::18:30,16::39:35,11::59:11,3.718,13.065,1.297,5.0120000000000005,-,-,1.641,3.37,0.402,10.002,0.998,9.999,0.895,30.014,1.536,34.453,14.642,4.281,0.5214861111111111,3.87,-,-,4.54,11.97,-0.0529,0.0287,-,-,0.,0.,0.,0.,-0.0888,0.06420000000000001,-
2018//11//30,334,07::19:35,16::39:15,11::59:33,3.689,12.999,2.09,5.005,-,-,2.797,3.369,0.889,10.001,2.289,10.001,1.201,30.006,6.738,10.205,25.687,3.219,0.16901388888888888,1.9000000000000001,-,-,4.22,11.870000000000001,-0.076,0.0405,-,-,0.,0.,0.,0.,-0.1177,0.0693,-
2018//12//1,335,07::20:39,16::38:56,11::59:55,3.661,12.98,-,-,-,-,1.284,3.368,0.014,15.752,0.035,15.39,-,-,-0.179,-266.443,11.413,4.928,0.24338194444444447,2.18,-,-,1.19,7.21,-0.0446,0.0286,-,-,0.,0.,0.,0.,-0.078,0.0684,-
2018//12//2,336,07::21:41,16::38:39,12::00:18,3.6350000000000002,12.961,-,-,-,-,3.484,3.369,-,-,-,-,-,-,9.927,6.565,31.414,2.88,0.13492361111111112,2.34,-,-,-2.46,8.14,-0.0245,0.0189,-,-,0.,0.,0.,0.,-0.0499,0.0567,-
2018//12//3,337,07::22:43,16::38:25,12::00:42,3.61,12.919,-,-,-,-,3.716,3.369,-,-,-,-,-,-,11.918000000000001,5.386,34.586,2.568,0.8009375000000001,4.44,-,-,-4.29,7.55,-0.012100000000000001,0.014100000000000001,-,-,0.,0.,0.,0.,-0.031200000000000002,0.0497,-
2018//12//4,338,07::23:43,16::38:14,12::01:06,3.586,12.899000000000001,-,-,-,-,1.185,3.368,0.005,13.624,0.016,12.384,-,-,-0.773,-85.153,9.799,7.617,3.044020833333334,6.63,-,-,4.08,8.83,-0.0257,0.0216,-,-,0.,0.,0.,0.,-0.053000000000000005,0.0582,-
2018//12//5,339,07::24:43,16::38:06,12::01:30,3.563,12.88,-,-,-,-,3.555,3.369,-,-,-,-,-,-,10.661,6.205,32.410000000000004,2.674,1.4790694444444448,5.08,-,-,2.2600000000000002,12.01,-0.056900000000000006,0.0363,-,-,0.,0.,0.,0.,-0.0917,0.07200000000000001,-
2018//12//6,340,07::25:41,16::37:59,12::01:56,3.5420000000000003,12.86,-,-,-,-,4.07,3.369,-,-,-,-,-,-,12.58,5.531,35.19,2.567,1.5846388888888887,6.,-,-,0.09,10.91,-0.0327,0.0273,-,-,0.,0.,0.,0.,-0.0616,0.0668,-
2018//12//7,341,07::26:38,16::37:55,12::02:22,3.5220000000000002,12.84,-,-,-,-,2.005,3.369,0.039,17.031,0.133,16.764,-,-,3.115,22.022000000000002,18.148,4.448,0.4180138888888889,4.82,-,-,-2.29,9.870000000000001,-0.013600000000000001,0.0221,-,-,0.,0.,0.,0.,-0.0274,0.0483,-
2018//12//8,342,07::27:33,16::37:53,12::02:48,3.503,12.82,-,-,-,-,3.646,3.369,-,-,-,-,-,-,10.913,6.196,32.568,2.6270000000000002,0.9530972222222223,5.63,-,-,0.64,13.89,-0.017,0.0216,-,-,0.,0.,0.,0.,-0.0345,0.0499,-
2018//12//9,343,07::28:27,16::37:54,12::03:15,3.486,12.824,-,-,-,-,2.317,3.368,-,-,-,-,-,-,4.67,14.200000000000001,21.393,3.5700000000000003,2.0010902777777777,7.,-,-,4.46,13.67,-0.0356,0.0337,-,-,0.,0.,0.,0.,-0.0614,0.0651,-
2018//12//10,344,07::29:18,16::37:57,12::03:42,3.47,12.803,-,-,-,-,2.251,3.369,0.043000000000000003,18.875,0.122,18.672,-,-,3.982,15.71,19.334,3.673,0.1850416666666667,1.77,-,-,-0.15,10.14,-0.0304,0.0262,-,-,0.,0.,0.,0.,-0.0562,0.0572,-
2018//12//11,345,07::30:08,16::38:02,12::04:09,3.456,12.783,-,-,-,-,1.073,3.37,0.008,16.107,0.023,15.923,-,-,-1.356,-38.063,8.705,7.453,0.2640138888888889,2.07,-,-,-0.6900000000000001,6.62,-0.0206,0.0199,-,-,0.,0.,0.,0.,-0.0409,0.0523,-
2018//12//12,346,07::30:57,16::38:10,12::04:37,3.443,12.763,-,-,-,-,3.0620000000000003,3.369,-,-,-,-,-,-,8.537,7.041,27.909,2.743,0.27519444444444446,2.68,-,-,0.44,11.,-0.0298,0.0172,-,-,0.,0.,0.,0.,-0.0604,0.0572,-
2018//12//13,347,07::31:44,16::38:20,12::05:06,3.431,12.742,-,-,-,-,3.059,3.369,-,-,-,-,-,-,7.657,9.599,25.892,3.331,0.7794375000000001,6.7,-,-,-1.32,14.02,-0.0425,0.0427,-,-,0.,0.,0.,0.,-0.06910000000000001,0.0722,-
2018//12//14,348,07::32:30,16::38:32,12::05:34,3.4210000000000003,12.745000000000001,-,-,-,-,0.91,3.371,-,-,-,-,-,-,-5.865,-0.028,5.104,11.232000000000001,2.145326388888889,9.870000000000001,-,-,-0.39,14.99,-0.052700000000000004,0.033100000000000004,-,-,0.,0.,0.,0.,-0.0849,0.0678,-
